province,cell_id,lat,lon,date,temperature,humidity,rain,wind_speed,fire,hotspots,fire_prob_true
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-19,22.2,95.2,0.0,6.0,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-20,19.7,100.0,0.0,4.5,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-21,23.0,94.4,0.0,6.6,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-22,21.6,100.0,0.0,6.5,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-23,22.7,100.0,0.0,6.1,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-24,22.3,93.1,0.0,3.7,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-25,22.2,100.0,0.0,6.6,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-26,21.8,100.0,0.0,5.0,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-27,23.1,100.0,0.0,4.0,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-28,21.6,94.7,0.0,8.5,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-29,19.7,100.0,3.1,10.3,1,1,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-09-30,22.7,97.6,0.0,9.9,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-01,20.7,93.0,8.1,7.3,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-02,19.9,99.2,0.0,5.5,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-03,20.4,99.4,0.0,5.9,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-04,22.3,92.5,0.0,6.8,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-05,21.8,99.8,3.7,5.2,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-06,18.7,100.0,0.0,8.6,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-07,21.3,99.8,0.0,1.9,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-08,23.7,94.0,0.0,5.4,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-09,21.3,97.8,0.0,7.6,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-10,21.7,98.1,0.0,4.3,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-11,23.5,97.7,0.0,5.6,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-12,23.2,100.0,0.0,7.2,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-13,23.5,97.9,0.0,9.1,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-14,17.9,94.0,12.9,3.5,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-15,24.7,92.7,0.0,3.4,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-16,23.0,97.6,4.9,4.2,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-17,25.8,100.0,36.0,3.1,1,1,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-18,21.0,100.0,8.4,3.2,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-19,19.5,100.0,0.0,4.2,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-20,22.2,97.7,0.0,8.7,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-21,21.8,100.0,13.4,5.6,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-22,23.3,88.7,0.0,6.3,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-23,23.9,97.5,4.8,4.4,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-24,22.2,91.2,20.3,7.6,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-25,22.0,96.3,0.0,10.1,1,7,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-26,23.2,100.0,36.2,4.6,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-27,22.1,97.9,0.0,9.8,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-28,22.0,92.0,0.0,7.1,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-29,24.1,96.5,4.0,6.5,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-30,24.5,91.4,0.0,7.3,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-10-31,24.3,89.2,0.0,7.3,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-01,22.5,100.0,0.0,10.2,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-02,19.6,100.0,0.0,7.6,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-03,22.6,96.6,11.3,7.7,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-04,21.8,93.5,8.4,5.8,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-05,22.8,92.9,0.0,8.4,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-06,22.0,100.0,8.8,4.8,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-07,23.1,95.4,0.0,7.0,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-08,21.6,79.4,0.0,12.6,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-09,21.3,100.0,4.1,1.8,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-10,25.1,92.6,5.0,7.3,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-11,21.9,95.7,2.4,7.5,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-12,23.5,98.0,0.0,6.5,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-13,25.0,93.5,10.5,6.6,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-14,25.0,94.7,1.8,7.2,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-15,24.9,88.7,0.0,6.6,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-16,24.2,85.0,0.0,7.6,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-17,24.9,91.8,0.0,6.2,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-18,26.0,96.4,0.0,11.3,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-19,24.6,86.9,3.7,6.8,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-20,21.3,88.9,0.0,8.5,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-21,23.4,96.8,0.0,6.1,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-22,25.3,86.6,16.5,9.3,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-23,23.4,88.1,10.2,9.0,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-24,26.9,85.3,10.2,8.4,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-25,24.4,88.5,0.0,5.6,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-26,24.7,80.5,0.0,6.2,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-27,26.4,84.1,7.2,11.1,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-28,24.5,89.2,0.0,6.3,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-29,25.2,88.4,1.8,9.1,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-11-30,26.3,91.9,0.0,6.0,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-01,22.9,97.8,11.6,10.0,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-02,24.7,94.4,3.5,6.7,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-03,26.5,89.7,1.4,6.2,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-04,25.5,84.9,0.0,6.7,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-05,27.7,80.5,19.1,7.1,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-06,23.2,87.0,19.5,9.1,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-07,23.1,89.6,0.0,8.5,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-08,26.9,87.5,4.2,6.2,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-09,27.2,86.0,19.7,8.4,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-10,25.7,83.2,0.0,6.2,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-11,26.7,86.7,11.2,9.9,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-12,27.3,88.2,8.7,10.3,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-13,25.1,87.8,6.0,8.7,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-14,25.3,82.8,15.0,9.3,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-15,26.8,77.3,17.5,12.4,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-16,28.0,75.9,3.9,8.6,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-17,25.0,78.9,9.2,7.1,0,0,0.04
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-18,26.5,82.1,0.0,10.2,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-19,26.6,83.0,0.1,6.8,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-20,27.7,72.2,0.0,8.8,0,0,0.042
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-21,27.1,76.9,17.1,8.0,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-22,26.5,80.8,13.0,7.9,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-23,29.3,72.6,0.0,8.9,0,0,0.043
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-24,26.7,81.0,8.2,11.3,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-25,27.2,76.6,16.1,11.7,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-26,25.3,75.7,0.0,11.4,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-27,26.8,78.1,0.0,10.3,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-28,28.7,77.9,13.4,9.2,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-29,28.5,71.6,16.2,5.1,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-30,29.1,73.9,0.0,10.6,0,0,0.042
เชียงใหม่,เชี-02,18.49,99.0519,2023-12-31,29.1,77.1,30.2,5.4,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-01,31.5,68.7,0.0,6.2,0,0,0.042
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-02,27.4,67.2,2.7,9.7,0,0,0.042
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-03,26.2,68.5,18.7,10.7,1,2,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-04,27.1,73.0,0.0,9.3,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-05,27.8,67.7,0.0,13.3,0,0,0.043
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-06,27.5,72.4,17.2,11.3,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-07,29.2,80.8,10.6,9.9,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-08,31.0,63.8,15.7,13.3,0,0,0.045
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-09,31.6,68.6,3.8,13.7,0,0,0.045
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-10,30.1,81.5,0.0,11.6,0,0,0.042
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-11,32.7,70.5,11.5,9.1,0,0,0.044
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-12,29.1,69.2,22.1,9.7,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-13,27.3,71.4,0.0,7.9,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-14,31.4,70.7,0.0,10.8,0,0,0.044
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-15,27.2,80.1,3.1,8.9,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-16,28.9,67.3,0.0,10.4,0,0,0.044
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-17,30.9,64.3,1.2,11.6,0,0,0.048
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-18,30.1,61.5,17.5,7.2,0,0,0.045
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-19,30.1,68.7,18.6,8.7,0,0,0.044
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-20,28.7,61.9,0.0,10.3,0,0,0.045
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-21,30.6,64.9,0.2,11.2,0,0,0.047
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-22,32.2,61.0,20.2,10.4,0,0,0.047
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-23,30.8,71.8,0.0,10.9,0,0,0.043
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-24,29.6,64.5,26.1,10.1,0,0,0.042
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-25,29.1,69.2,26.8,8.7,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-26,29.9,58.3,2.0,10.6,0,0,0.044
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-27,31.8,65.1,0.0,11.3,0,0,0.044
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-28,31.8,58.2,11.4,11.2,0,0,0.044
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-29,30.2,63.1,0.0,12.1,0,0,0.044
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-30,28.2,77.6,15.9,12.8,0,0,0.041
เชียงใหม่,เชี-02,18.49,99.0519,2024-01-31,32.2,67.7,2.9,13.3,0,0,0.046
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-01,30.3,63.6,0.0,10.8,0,0,0.048
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-02,32.8,78.0,0.6,8.9,0,0,0.045
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-03,30.7,58.8,20.5,14.7,0,0,0.051
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-04,30.5,69.2,2.0,13.0,0,0,0.046
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-05,32.3,54.0,9.9,10.4,0,0,0.052
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-06,35.7,57.5,4.9,12.9,1,1,0.071
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-07,33.4,53.6,0.0,14.5,0,0,0.073
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-08,32.5,62.0,7.4,15.9,0,0,0.056
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-09,33.0,60.4,0.0,13.0,0,0,0.055
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-10,29.9,60.8,1.1,14.7,0,0,0.056
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-11,30.9,66.8,0.0,10.2,0,0,0.049
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-12,28.9,59.8,0.0,12.6,0,0,0.056
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-13,35.4,58.9,0.0,12.0,0,0,0.094
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-14,35.1,61.3,33.7,13.4,0,0,0.063
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-15,33.5,50.9,0.0,16.0,0,0,0.088
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-16,33.2,54.6,7.1,13.3,1,8,0.064
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-17,30.8,60.3,0.0,11.0,1,5,0.049
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-18,32.8,61.4,0.0,10.4,0,0,0.052
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-19,35.9,62.6,0.0,16.3,0,0,0.073
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-20,33.5,56.2,0.0,14.1,0,0,0.066
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-21,32.5,56.2,0.0,14.0,0,0,0.088
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-22,30.8,54.6,0.0,12.4,0,0,0.074
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-23,35.6,56.6,15.1,13.7,0,0,0.104
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-24,33.5,55.0,28.1,11.2,0,0,0.059
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-25,31.0,56.9,0.0,14.0,0,0,0.055
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-26,32.3,56.6,0.0,10.9,0,0,0.054
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-27,31.9,60.0,0.0,12.6,0,0,0.053
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-28,33.7,52.8,9.7,12.1,0,0,0.06
เชียงใหม่,เชี-02,18.49,99.0519,2024-02-29,34.2,51.2,0.0,6.9,0,0,0.054
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-01,33.2,57.8,4.2,12.7,0,0,0.059
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-02,35.2,38.8,6.1,11.7,0,0,0.158
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-03,34.2,51.6,1.2,13.1,0,0,0.095
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-04,35.7,47.5,14.1,13.5,0,0,0.106
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-05,33.6,60.8,0.0,17.1,0,0,0.07
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-06,38.8,48.3,27.6,14.2,0,0,0.115
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-07,33.4,51.8,2.4,14.3,0,0,0.063
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-08,33.0,54.6,0.0,14.6,1,1,0.061
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-09,32.8,51.9,16.2,15.4,0,0,0.06
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-10,34.1,51.7,0.0,14.6,0,0,0.064
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-11,31.9,55.9,0.0,14.3,0,0,0.058
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-12,34.9,50.7,6.8,15.2,0,0,0.077
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-13,31.7,53.2,0.0,8.9,0,0,0.059
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-14,34.8,47.7,23.9,18.0,0,0,0.105
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-15,32.6,48.7,0.9,17.0,0,0,0.078
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-16,34.1,53.5,7.8,14.3,1,8,0.075
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-17,35.6,53.4,8.4,11.0,0,0,0.067
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-18,38.1,42.6,5.5,16.3,0,0,0.15
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-19,33.1,57.5,3.2,12.5,0,0,0.055
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-20,34.5,56.3,7.9,15.0,1,5,0.062
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-21,33.7,58.0,14.1,11.4,1,3,0.055
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-22,33.5,54.7,0.0,18.4,0,0,0.076
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-23,33.7,56.1,0.0,11.1,0,0,0.061
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-24,36.1,62.0,8.5,14.1,0,0,0.07
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-25,34.1,51.1,0.0,9.7,0,0,0.07
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-26,38.2,44.0,4.4,13.9,0,0,0.166
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-27,35.5,43.7,0.0,13.1,0,0,0.132
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-28,33.4,61.9,11.9,16.3,0,0,0.073
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-29,34.3,61.1,0.0,13.1,0,0,0.07
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-30,33.7,48.2,0.0,16.3,0,0,0.115
เชียงใหม่,เชี-02,18.49,99.0519,2024-03-31,36.1,47.2,6.5,12.0,0,0,0.124
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-01,32.4,52.1,0.0,13.4,0,0,0.079
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-02,32.9,59.5,0.0,13.5,0,0,0.071
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-03,34.0,46.1,0.0,15.0,0,0,0.131
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-04,35.9,41.2,0.0,14.7,0,0,0.239
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-05,36.7,61.2,0.0,15.4,0,0,0.125
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-06,36.9,51.8,37.7,14.5,0,0,0.097
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-07,35.6,53.5,0.0,15.3,1,2,0.092
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-08,34.7,51.0,0.0,12.2,0,0,0.078
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-09,36.0,53.4,0.0,14.7,1,5,0.093
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-10,33.1,45.9,0.0,17.2,0,0,0.102
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-11,32.0,50.1,0.0,10.6,0,0,0.061
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-12,35.4,52.2,0.0,14.9,0,0,0.092
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-13,33.2,42.1,0.0,15.3,0,0,0.193
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-14,34.6,50.9,0.0,16.8,0,0,0.178
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-15,34.9,50.5,0.0,15.3,0,0,0.169
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-16,35.0,50.7,0.0,14.1,0,0,0.157
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-17,36.1,48.8,0.0,14.7,0,0,0.201
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-18,35.9,46.8,0.0,12.4,0,0,0.182
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-19,34.9,43.5,6.3,13.0,0,0,0.173
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-20,33.9,54.3,0.0,11.1,1,3,0.092
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-21,34.7,51.5,0.0,16.7,0,0,0.157
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-22,33.6,47.1,0.0,14.6,1,2,0.143
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-23,34.1,54.0,0.0,11.9,0,0,0.1
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-24,38.3,48.9,0.0,14.2,0,0,0.227
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-25,34.6,51.2,0.0,16.0,0,0,0.15
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-26,35.0,42.5,0.0,15.6,0,0,0.241
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-27,33.2,58.3,0.0,11.8,0,0,0.086
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-28,35.7,46.8,0.0,7.3,0,0,0.128
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-29,35.3,53.8,0.0,14.3,0,0,0.146
เชียงใหม่,เชี-02,18.49,99.0519,2024-04-30,35.3,49.6,0.0,11.7,0,0,0.145
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-01,34.4,52.6,0.0,14.7,0,0,0.141
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-02,35.5,59.5,0.0,15.4,0,0,0.129
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-03,35.8,56.3,0.0,15.6,0,0,0.153
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-04,34.3,60.7,0.0,16.9,0,0,0.118
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-05,33.6,57.4,0.0,15.8,0,0,0.115
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-06,35.1,56.7,0.0,16.8,0,0,0.15
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-07,32.3,48.2,0.0,16.0,0,0,0.143
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-08,32.6,55.6,0.0,16.2,0,0,0.113
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-09,33.5,55.5,0.0,13.1,0,0,0.104
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-10,30.9,65.0,0.0,10.6,0,0,0.059
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-11,34.7,53.5,0.0,18.1,0,0,0.177
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-12,31.9,59.8,0.0,13.2,0,0,0.079
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-13,32.6,59.2,0.0,15.5,0,0,0.096
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-14,32.9,63.8,0.0,11.9,0,0,0.072
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-15,33.2,57.4,0.0,14.8,0,0,0.104
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-16,32.5,62.9,0.0,8.0,0,0,0.062
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-17,32.9,50.2,0.0,12.0,0,0,0.11
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-18,32.8,50.9,0.0,12.6,0,0,0.11
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-19,32.1,48.3,0.0,13.6,0,0,0.119
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-20,31.6,64.4,0.0,14.8,0,0,0.073
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-21,34.3,61.9,0.0,10.4,1,7,0.08
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-22,29.4,67.1,0.0,13.9,0,0,0.057
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-23,32.2,57.3,0.0,15.0,0,0,0.096
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-24,31.7,58.5,0.0,17.2,0,0,0.099
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-25,32.9,59.9,0.0,13.8,0,0,0.088
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-26,30.0,70.3,0.0,11.4,0,0,0.053
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-27,31.4,70.8,0.0,9.8,0,0,0.053
เชียงใหม่,เชี-02,18.49,99.0519,2024-05-28,31.9,66.1,0.0,15.9,0,0,0.075
